probe,model,feature_method,threshold,precision,recall,f1,accuracy,trigger_rate
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.3,0.9555555555555556,0.9148936170212766,0.9347826086956522,0.9649122807017544,0.2631578947368421
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.4,0.9545454545454546,0.8936170212765957,0.9230769230769231,0.9590643274853801,0.2573099415204678
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.5,0.9534883720930233,0.8723404255319149,0.9111111111111111,0.9532163742690059,0.25146198830409355
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.6,0.9534883720930233,0.8723404255319149,0.9111111111111111,0.9532163742690059,0.25146198830409355
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.7,0.9534883720930233,0.8723404255319149,0.9111111111111111,0.9532163742690059,0.25146198830409355
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.3,0.7368421052631579,0.8936170212765957,0.8076923076923077,0.8830409356725146,0.3333333333333333
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.4,0.7692307692307693,0.851063829787234,0.8080808080808081,0.8888888888888888,0.30409356725146197
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.5,0.8695652173913043,0.851063829787234,0.8602150537634409,0.9239766081871345,0.26900584795321636
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.6,0.9523809523809523,0.851063829787234,0.898876404494382,0.9473684210526315,0.24561403508771928
Qwen_Qwen2.5-Coder-3B-Instruct_SLT_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,SLT,0.7,0.9736842105263158,0.7872340425531915,0.8705882352941177,0.935672514619883,0.2222222222222222
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.3,0.9111111111111111,0.8723404255319149,0.8913043478260869,0.9415204678362573,0.2631578947368421
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.4,0.9111111111111111,0.8723404255319149,0.8913043478260869,0.9415204678362573,0.2631578947368421
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.5,0.9318181818181818,0.8723404255319149,0.9010989010989011,0.9473684210526315,0.2573099415204678
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.6,0.975609756097561,0.851063829787234,0.9090909090909091,0.9532163742690059,0.23976608187134502
